time,pH,EC,ORP,Temperature
2024-01-17 03:28:35,5.988,2150.0,115.3,17.6
2024-01-17 03:31:35,5.985,2150.0,116.2,17.6
2024-01-17 03:34:36,5.993,2150.0,114.1,17.6
2024-01-17 03:37:36,5.969,2150.0,117.4,17.6
2024-01-17 03:40:37,5.992,2150.0,115.5,17.6
2024-01-17 03:43:37,5.975,2149.0,115.3,17.6
2024-01-17 03:46:38,5.971,2149.0,115.8,17.6
2024-01-17 03:49:38,5.985,2149.0,115.6,17.6
2024-01-17 03:52:39,5.973,2149.0,117.6,17.6
2024-01-17 03:55:39,5.974,2154.0,115.6,17.5
2024-01-17 03:58:40,5.974,2149.0,117.2,17.6
2024-01-17 04:01:40,5.974,2148.0,115.9,17.6
2024-01-17 04:04:41,5.974,2153.0,116.5,17.5
2024-01-17 04:07:41,5.974,2150.0,117.2,17.6
2024-01-17 04:10:41,5.978,2150.0,116.3,17.6
2024-01-17 04:13:42,5.975,2150.0,116.7,17.6
2024-01-17 04:16:42,5.967,2149.0,116.1,17.6
2024-01-17 04:19:43,5.974,2150.0,116.7,17.6
2024-01-17 04:22:43,5.973,2154.0,116.3,17.5
2024-01-17 04:25:44,5.966,2154.0,116.4,17.5
2024-01-17 04:28:44,5.982,2154.0,116.4,17.5
2024-01-17 04:31:44,5.976,2154.0,114.5,17.5
2024-01-17 04:34:45,5.967,2154.0,116.4,17.5
2024-01-17 04:37:45,5.98,2151.0,115.9,17.5
2024-01-17 04:40:46,5.955,2146.0,113.1,17.6
2024-01-17 04:43:46,5.955,2147.0,115.8,17.6
2024-01-17 04:46:47,5.947,2152.0,119.1,17.5
2024-01-17 04:49:48,5.953,2148.0,115.3,17.6
2024-01-17 04:52:48,5.949,2147.0,116.0,17.6
2024-01-17 04:55:48,5.946,2147.0,108.1,17.6
2024-01-17 04:58:49,5.953,2151.0,116.6,17.5
2024-01-17 05:01:49,5.955,2150.0,108.9,17.5
2024-01-17 05:04:50,5.945,2151.0,110.4,17.5
2024-01-17 05:07:50,5.948,2156.0,112.4,17.4
2024-01-17 05:10:51,5.93,2151.0,110.1,17.5
2024-01-17 05:13:51,5.933,2151.0,112.1,17.5
2024-01-17 05:16:52,5.938,2151.0,110.5,17.5
2024-01-17 05:19:52,5.941,2151.0,113.1,17.5
2024-01-17 05:22:53,5.938,2146.0,111.3,17.6
2024-01-17 05:25:53,5.939,2150.0,110.2,17.5
2024-01-17 05:28:54,5.928,2150.0,111.8,17.5
2024-01-17 05:31:54,5.936,2154.0,111.3,17.4
2024-01-17 05:34:55,5.936,2149.0,111.9,17.5
2024-01-17 05:37:55,5.937,2154.0,111.2,17.4
2024-01-17 05:40:55,5.949,2154.0,111.3,17.4
2024-01-17 05:43:56,5.925,2148.0,109.6,17.5
2024-01-17 05:46:56,5.93,2154.0,111.4,17.4
2024-01-17 05:49:57,5.936,2155.0,109.4,17.4
2024-01-17 05:52:57,5.926,2155.0,110.9,17.4
2024-01-17 05:55:58,5.944,2155.0,110.4,17.4
2024-01-17 05:58:58,5.939,2153.0,111.4,17.4
2024-01-17 06:01:59,5.941,2150.0,110.5,17.5
2024-01-17 06:04:59,5.936,2154.0,107.8,17.4
2024-01-17 06:08:00,5.933,2154.0,112.4,17.4
2024-01-17 06:11:00,5.947,2154.0,110.0,17.4
2024-01-17 06:14:01,5.936,2155.0,112.1,17.4
2024-01-17 06:17:01,5.934,2149.0,110.2,17.5
2024-01-17 06:20:02,5.942,2154.0,110.6,17.4
2024-01-17 06:23:02,5.929,2149.0,114.4,17.5
2024-01-17 06:26:03,5.932,2147.0,110.7,17.5
2024-01-17 06:29:03,5.931,2153.0,114.6,17.4
2024-01-17 06:32:04,5.923,2152.0,119.0,17.4
2024-01-17 06:35:04,5.934,2152.0,112.6,17.4
2024-01-17 06:38:04,5.92,2153.0,113.7,17.4
2024-01-17 06:41:05,5.929,2154.0,114.2,17.4
2024-01-17 06:44:05,5.926,2152.0,115.0,17.4
2024-01-17 06:47:06,5.912,2153.0,115.4,17.4
2024-01-17 06:50:06,5.924,2154.0,113.9,17.4
2024-01-17 06:53:07,5.921,2153.0,119.0,17.4
2024-01-17 06:56:07,5.916,2154.0,114.6,17.4
2024-01-17 06:59:08,5.935,2153.0,115.8,17.4
2024-01-17 07:02:08,5.916,2158.0,118.1,17.3
2024-01-17 07:05:09,5.928,2158.0,115.8,17.3
2024-01-17 07:08:09,5.931,2153.0,116.9,17.4
2024-01-17 07:11:10,5.91,2153.0,125.9,17.4
2024-01-17 07:14:10,5.923,2153.0,116.6,17.4
2024-01-17 07:17:11,5.912,2152.0,115.9,17.4
2024-01-17 07:20:11,5.912,2153.0,118.8,17.4
2024-01-17 07:23:12,5.925,2153.0,118.8,17.4
2024-01-17 07:26:12,5.921,2152.0,121.1,17.4
2024-01-17 07:29:12,5.919,2152.0,117.5,17.4
2024-01-17 07:32:13,5.931,2150.0,114.7,17.4
2024-01-17 07:35:14,5.912,2151.0,125.4,17.4
2024-01-17 07:38:14,5.915,2151.0,118.0,17.4
2024-01-17 07:41:15,5.925,2155.0,117.6,17.3
2024-01-17 07:44:15,5.92,2154.0,118.9,17.4
2024-01-17 07:47:15,5.919,2153.0,118.9,17.4
2024-01-17 07:50:16,5.906,2156.0,115.9,17.3
2024-01-17 07:53:16,5.928,2155.0,118.4,17.3
2024-01-17 07:56:17,5.916,2155.0,117.5,17.3
2024-01-17 07:59:17,5.914,2155.0,118.0,17.3
2024-01-17 08:02:18,5.925,2160.0,117.7,17.2
2024-01-17 08:05:18,5.916,2154.0,118.5,17.3
2024-01-17 08:08:19,5.912,2154.0,117.9,17.3
2024-01-17 08:11:19,5.917,2159.0,117.9,17.2
2024-01-17 08:14:20,5.912,2154.0,119.8,17.3
2024-01-17 08:17:20,5.909,2154.0,118.0,17.3
2024-01-17 08:20:21,5.91,2149.0,120.7,17.4
2024-01-17 08:23:21,5.901,2154.0,118.4,17.3
2024-01-17 08:26:22,5.905,2154.0,119.1,17.3
2024-01-17 08:29:22,5.899,2154.0,118.9,17.3
2024-01-17 08:32:23,5.911,2154.0,119.0,17.3
2024-01-17 08:35:23,5.907,2154.0,119.0,17.3
2024-01-17 08:38:24,5.899,2153.0,127.7,17.3
2024-01-17 08:41:24,5.909,2153.0,119.0,17.3
2024-01-17 08:44:25,5.889,2158.0,128.9,17.2
2024-01-17 08:47:26,5.894,2153.0,121.2,17.3
2024-01-17 08:50:26,5.899,2152.0,123.6,17.3
2024-01-17 08:53:27,5.892,2157.0,125.2,17.2
2024-01-17 08:56:27,5.893,2157.0,123.2,17.2
2024-01-17 08:59:27,5.887,2157.0,122.0,17.2
2024-01-17 09:02:28,5.898,2157.0,130.0,17.2
2024-01-17 09:05:29,5.908,2156.0,123.5,17.2
2024-01-17 09:08:29,5.887,2156.0,123.8,17.2
2024-01-17 09:11:30,5.904,2156.0,124.7,17.2
2024-01-17 09:14:30,5.907,2156.0,124.8,17.2
2024-01-17 09:17:31,5.885,2156.0,124.1,17.2
2024-01-17 09:20:32,5.9,2156.0,142.0,17.2
2024-01-17 09:23:32,5.883,2156.0,124.9,17.2
2024-01-17 09:26:33,5.892,2155.0,128.9,17.2
2024-01-17 09:29:33,5.903,2155.0,129.0,17.2
2024-01-17 09:32:34,5.888,2155.0,129.3,17.2
2024-01-17 09:35:34,5.903,2155.0,131.2,17.2
2024-01-17 09:38:35,5.904,2155.0,128.0,17.2
2024-01-17 09:41:35,5.878,2155.0,128.9,17.2
2024-01-17 09:44:36,6.0,2155.0,129.4,17.2
2024-01-17 09:47:36,5.879,2155.0,124.6,17.2
2024-01-17 09:50:37,5.881,2155.0,129.4,17.2
2024-01-17 09:53:37,5.887,2154.0,127.7,17.2
2024-01-17 09:56:37,5.886,2159.0,125.4,17.1
2024-01-17 09:59:38,5.887,2154.0,127.8,17.2
2024-01-17 10:02:39,5.89,2154.0,122.8,17.2
2024-01-17 10:05:39,5.877,2154.0,125.0,17.2
2024-01-17 10:08:40,5.877,2155.0,125.9,17.2
2024-01-17 10:11:40,5.878,2154.0,120.8,17.2
2024-01-17 10:14:41,5.887,2154.0,125.4,17.2
2024-01-17 10:17:41,5.898,2154.0,123.6,17.2
2024-01-17 10:20:41,5.881,2154.0,125.5,17.2
2024-01-17 10:23:42,5.892,2158.0,123.9,17.1
2024-01-17 10:26:43,5.881,2160.0,119.8,17.1
2024-01-17 10:29:43,5.877,2160.0,124.6,17.1
2024-01-17 10:32:44,5.881,2155.0,123.2,17.2
2024-01-17 10:35:44,5.874,2157.0,125.4,17.1
2024-01-17 10:38:45,5.881,2153.0,122.9,17.2
2024-01-17 10:41:45,5.886,2158.0,123.2,17.1
2024-01-17 10:44:46,5.88,2153.0,119.8,17.2
2024-01-17 10:47:47,5.882,2158.0,141.1,17.1
2024-01-17 10:50:47,5.872,2153.0,120.9,17.2
2024-01-17 10:53:48,5.875,2158.0,126.8,17.1
2024-01-17 10:56:48,5.889,2158.0,126.2,17.1
2024-01-17 10:59:49,5.864,2157.0,122.1,17.1
2024-01-17 11:02:49,5.876,2152.0,128.8,17.2
2024-01-17 11:05:50,5.883,2152.0,122.6,17.2
2024-01-17 11:08:50,5.878,2156.0,124.7,17.1
2024-01-17 11:11:51,5.884,2156.0,124.9,17.1
2024-01-17 11:14:51,5.864,2156.0,124.2,17.1
2024-01-17 11:17:52,5.875,2156.0,125.2,17.1
2024-01-17 11:20:53,5.873,2156.0,124.1,17.1
2024-01-17 11:23:54,5.873,2156.0,121.2,17.1
2024-01-17 11:26:55,5.87,2157.0,124.6,17.1
2024-01-17 11:29:55,5.872,2156.0,125.3,17.1
2024-01-17 11:32:56,5.873,2156.0,127.1,17.1
2024-01-17 11:35:56,5.884,2157.0,123.8,17.1
2024-01-17 11:38:57,5.87,2156.0,122.1,17.1
2024-01-17 11:41:57,5.87,2155.0,125.2,17.1
2024-01-17 11:44:58,5.877,2155.0,124.6,17.1
2024-01-17 11:47:59,5.875,2154.0,121.5,17.1
2024-01-17 11:50:59,5.874,2154.0,143.4,17.1
2024-01-17 11:54:00,5.873,2155.0,122.8,17.1
2024-01-17 11:57:00,5.856,2150.0,128.7,17.2
2024-01-17 12:00:01,5.87,2156.0,128.1,17.1
2024-01-17 12:03:02,5.858,2155.0,128.1,17.1
2024-01-17 12:06:02,5.866,2156.0,130.8,17.1
2024-01-17 12:09:03,5.874,2156.0,126.9,17.1
2024-01-17 12:12:03,5.866,2155.0,119.3,17.1
2024-01-17 12:15:04,5.879,2155.0,128.5,17.1
2024-01-17 12:18:04,5.871,2155.0,123.2,17.1
2024-01-17 12:21:04,5.881,2155.0,126.4,17.1
2024-01-17 12:24:05,5.9,2155.0,124.5,17.1
2024-01-17 12:27:05,5.855,2155.0,122.3,17.1
2024-01-17 12:30:06,5.871,2155.0,125.6,17.1
2024-01-17 12:33:06,5.865,2153.0,124.0,17.1
2024-01-17 12:36:07,5.859,2153.0,121.5,17.1
2024-01-17 12:39:07,5.866,2154.0,124.1,17.1
2024-01-17 12:42:08,5.859,2155.0,119.4,17.1
2024-01-17 12:45:08,5.869,2156.0,123.8,17.1
2024-01-17 12:48:09,5.867,2156.0,122.2,17.1
2024-01-17 12:51:09,5.857,2160.0,120.9,17.0
2024-01-17 12:54:10,5.875,2153.0,143.5,17.1
2024-01-17 12:57:10,5.863,2151.0,123.1,17.1
2024-01-17 13:00:11,5.864,2154.0,127.6,17.1
2024-01-17 13:03:12,5.876,2160.0,127.4,17.0
2024-01-17 13:06:12,5.863,2155.0,127.7,17.1
2024-01-17 13:09:13,5.856,2155.0,130.4,17.1
2024-01-17 13:12:13,5.866,2160.0,126.4,17.0
2024-01-17 13:15:14,5.868,2155.0,119.8,17.1
2024-01-17 13:18:14,5.87,2160.0,142.3,17.0
2024-01-17 13:21:15,5.866,2160.0,126.4,17.0
2024-01-17 13:24:15,5.87,2158.0,129.7,17.0
2024-01-17 13:27:16,5.876,2158.0,128.7,17.0
2024-01-17 13:30:16,5.868,2158.0,122.7,17.0
2024-01-17 13:33:18,5.873,2158.0,141.2,17.0
2024-01-17 13:36:18,5.866,2157.0,125.3,17.0
2024-01-17 13:39:19,5.855,2157.0,124.4,17.0
2024-01-17 13:42:20,5.877,2157.0,129.5,17.0
2024-01-17 13:45:22,5.87,2156.0,121.5,17.0
2024-01-17 13:48:23,5.87,2157.0,130.1,17.0
2024-01-17 13:51:23,5.864,2152.0,125.2,17.1
2024-01-17 13:54:24,5.857,2151.0,122.1,17.1
2024-01-17 13:57:25,5.872,2156.0,126.6,17.0
2024-01-17 14:00:25,5.864,2151.0,121.6,17.1
2024-01-17 14:03:27,5.861,2161.0,126.0,16.9
2024-01-17 14:06:28,5.872,2151.0,123.9,17.1
2024-01-17 14:09:28,5.863,2156.0,118.9,17.0
2024-01-17 14:12:29,5.857,2157.0,124.5,17.0
2024-01-17 14:15:31,5.869,2156.0,122.6,17.0
2024-01-17 14:18:31,5.864,2156.0,123.9,17.0
2024-01-17 14:21:32,5.859,2151.0,122.5,17.1
2024-01-17 14:24:32,5.854,2156.0,120.0,17.0
2024-01-17 14:27:32,5.859,2156.0,123.4,17.0
2024-01-17 14:30:33,5.873,2156.0,122.2,17.0
2024-01-17 14:33:33,5.869,2156.0,119.9,17.0
2024-01-17 14:36:34,5.871,2161.0,122.0,16.9
2024-01-17 14:39:34,5.862,2156.0,116.3,17.0
2024-01-17 14:42:35,5.869,2150.0,119.6,17.1
2024-01-17 14:45:36,5.869,2156.0,120.1,17.0
2024-01-17 14:48:36,5.856,2161.0,120.4,16.9
2024-01-17 14:51:37,5.857,2156.0,119.5,17.0
2024-01-17 14:54:37,5.866,2156.0,119.1,17.0
2024-01-17 14:57:38,5.854,2156.0,123.2,17.0
2024-01-17 15:00:39,5.864,2155.0,144.9,17.0
2024-01-17 15:03:39,5.868,2155.0,122.6,17.0
2024-01-17 15:06:42,5.856,2155.0,126.7,17.0
2024-01-17 15:09:44,5.876,2155.0,127.5,17.0
2024-01-17 15:12:46,5.854,2160.0,136.3,16.9
2024-01-17 15:15:47,5.87,2155.0,130.4,17.0
2024-01-17 15:18:48,5.872,2155.0,128.3,17.0
2024-01-17 15:21:49,5.869,2160.0,124.4,16.9
2024-01-17 15:24:50,5.87,2154.0,140.8,17.0
2024-01-17 15:27:51,5.874,2154.0,125.4,17.0
2024-01-17 15:30:51,5.864,2154.0,143.9,17.0
2024-01-17 15:33:52,5.883,2160.0,131.0,16.9
2024-01-17 15:36:52,5.866,2154.0,125.6,17.0
2024-01-17 15:39:53,5.867,2154.0,143.7,17.0
2024-01-17 15:42:53,5.877,2159.0,125.1,16.9
2024-01-17 15:45:54,5.863,2153.0,136.0,17.0
2024-01-17 15:48:54,5.878,2155.0,131.4,17.0
2024-01-17 15:51:55,5.859,2161.0,125.9,16.9
2024-01-17 15:54:56,5.865,2162.0,143.3,16.9
2024-01-17 15:57:56,5.868,2157.0,129.6,17.0
2024-01-17 16:00:58,5.866,2157.0,125.5,17.0
2024-01-17 16:03:59,5.872,2163.0,141.6,16.9
2024-01-17 16:07:01,5.856,2162.0,122.4,16.9
2024-01-17 16:10:07,5.852,2163.0,122.7,16.9
2024-01-17 16:13:08,5.865,2163.0,142.8,16.9
2024-01-17 16:16:09,5.862,2162.0,121.1,16.9
2024-01-17 16:19:11,5.864,2160.0,132.4,16.9
2024-01-17 16:22:12,5.866,2154.0,127.2,17.0
2024-01-17 16:25:12,5.856,2159.0,129.8,16.9
2024-01-17 16:28:13,5.862,2160.0,144.2,16.9
2024-01-17 16:31:13,5.863,2159.0,128.5,16.9
2024-01-17 16:34:14,5.849,2154.0,133.4,17.0
2024-01-17 16:37:14,5.864,2158.0,132.4,16.9
2024-01-17 16:40:15,5.854,2158.0,134.0,16.9
2024-01-17 16:43:15,5.856,2160.0,144.6,16.9
2024-01-17 16:46:16,5.871,2160.0,123.4,16.9
2024-01-17 16:49:16,5.854,2159.0,136.1,16.9
2024-01-17 16:52:17,5.862,2160.0,133.6,16.9
2024-01-17 16:55:17,5.856,2159.0,118.2,16.9
2024-01-17 16:58:18,5.857,2158.0,134.5,16.9
2024-01-17 17:01:18,5.873,2159.0,127.8,16.9
2024-01-17 17:04:19,5.852,2159.0,125.7,16.9
2024-01-17 17:07:19,5.874,2154.0,128.5,17.0
2024-01-17 17:10:20,5.862,2159.0,120.4,16.9
2024-01-17 17:13:20,5.871,2159.0,123.2,16.9
2024-01-17 17:16:21,5.869,2159.0,125.6,16.9
2024-01-17 17:19:21,5.858,2159.0,120.6,16.9
2024-01-17 17:22:22,5.873,2160.0,124.4,16.9
2024-01-17 17:25:22,5.879,2160.0,122.5,16.9
2024-01-17 17:28:24,5.861,2160.0,123.9,16.9
2024-01-17 17:31:26,5.871,2159.0,142.5,16.9
2024-01-17 17:34:27,5.875,2160.0,122.7,16.9
2024-01-17 17:37:27,5.862,2160.0,143.5,16.9
2024-01-17 17:40:28,5.874,2160.0,128.3,16.9
2024-01-17 17:43:31,5.861,2160.0,133.1,16.9
2024-01-17 17:46:36,5.874,2159.0,143.8,16.9
2024-01-17 17:49:37,5.879,2160.0,129.4,16.9
2024-01-17 17:52:40,5.855,2159.0,119.7,16.9
2024-01-17 17:55:41,5.873,2159.0,143.8,16.9
2024-01-17 17:58:47,5.862,2160.0,118.2,16.9
2024-01-17 18:01:53,5.863,2160.0,131.5,16.9
2024-01-17 18:04:56,5.873,2159.0,127.8,16.9
2024-01-17 18:07:58,5.86,2160.0,131.7,16.9
2024-01-17 18:11:00,5.866,2159.0,130.3,16.9
2024-01-17 18:14:00,5.872,2160.0,120.9,16.9
2024-01-17 18:17:02,5.859,2160.0,130.3,16.9
2024-01-17 18:20:10,5.871,2160.0,127.7,16.9
2024-01-17 18:23:15,5.85,2160.0,118.9,16.9
2024-01-17 18:26:17,5.857,2160.0,127.3,16.9
2024-01-17 18:29:19,5.858,2159.0,117.5,16.9
2024-01-17 18:32:23,5.856,2160.0,120.3,16.9
2024-01-17 18:35:24,5.862,2160.0,122.8,16.9
2024-01-17 18:38:25,5.854,2159.0,117.6,16.9
2024-01-17 18:41:25,5.862,2160.0,122.0,16.9
2024-01-17 18:44:27,5.871,2160.0,119.6,16.9
2024-01-17 18:47:27,5.85,2159.0,117.5,16.9
2024-01-17 18:50:28,5.869,2160.0,144.6,16.9
2024-01-17 18:53:29,5.865,2160.0,119.2,16.9
2024-01-17 18:56:31,5.861,2153.0,145.9,17.0
2024-01-17 18:59:31,5.875,2160.0,125.9,16.9
2024-01-17 19:02:32,5.865,2160.0,131.8,16.9
2024-01-17 19:09:41,5.871,2160.0,143.7,16.9
2024-01-17 19:12:44,5.864,2160.0,130.7,16.9
2024-01-17 19:15:45,5.863,2160.0,136.8,16.9
2024-01-17 19:18:46,5.855,2160.0,142.0,16.9
2024-01-17 19:21:47,5.863,2161.0,142.7,16.9
2024-01-17 19:24:48,5.856,2161.0,138.3,16.9
2024-01-17 19:27:50,5.853,2160.0,138.0,16.9
2024-01-17 19:30:52,5.858,2160.0,142.6,16.9
2024-01-17 19:33:57,5.86,2160.0,133.7,16.9
2024-01-17 19:36:58,5.865,2161.0,143.6,16.9
2024-01-17 19:39:58,5.869,2161.0,131.6,16.9
2024-01-17 19:42:59,5.856,2159.0,132.9,16.9
2024-01-17 19:45:59,5.863,2154.0,137.9,17.0
2024-01-17 19:49:00,5.863,2159.0,135.4,16.9
2024-01-17 19:52:00,5.861,2158.0,139.5,16.9
2024-01-17 19:55:00,5.863,2159.0,140.7,16.9
2024-01-17 19:58:01,5.848,2159.0,136.4,16.9
2024-01-17 20:01:01,5.862,2158.0,140.7,16.9
2024-01-17 20:04:02,5.871,2160.0,138.0,16.9
2024-01-17 20:07:02,5.86,2155.0,139.3,17.0
2024-01-17 20:10:03,5.864,2160.0,139.0,16.9
2024-01-17 20:13:04,5.855,2160.0,116.4,16.9
2024-01-17 20:16:06,5.871,2160.0,140.4,16.9
2024-01-17 20:19:07,5.869,2161.0,125.9,16.9
2024-01-17 20:22:07,5.867,2161.0,126.5,16.9
2024-01-17 20:25:08,5.875,2161.0,139.0,16.9
2024-01-17 20:28:09,5.87,2162.0,127.3,16.9
2024-01-17 20:31:11,5.867,2161.0,104.8,16.9
2024-01-17 20:34:13,5.867,2162.0,140.9,16.9
2024-01-17 20:37:15,5.857,2162.0,104.9,16.9
2024-01-17 20:40:15,5.86,2162.0,124.4,16.9
2024-01-17 20:43:16,5.868,2162.0,119.5,16.9
2024-01-17 20:46:18,5.859,2161.0,118.8,16.9
2024-01-17 20:49:19,5.865,2161.0,122.4,16.9
2024-01-17 20:52:19,5.855,2161.0,116.9,16.9
2024-01-17 20:55:20,5.864,2155.0,121.3,17.0
2024-01-17 20:58:20,5.874,2155.0,119.4,17.0
2024-01-17 21:01:21,5.859,2160.0,106.4,16.9
2024-01-17 21:04:21,5.871,2161.0,119.8,16.9
2024-01-17 21:07:22,5.865,2161.0,116.0,16.9
2024-01-17 21:10:22,5.861,2161.0,106.7,16.9
2024-01-17 21:13:23,5.871,2161.0,116.7,16.9
2024-01-17 21:16:23,5.867,2162.0,103.6,16.9
2024-01-17 21:19:24,5.87,2161.0,114.8,16.9
2024-01-17 21:22:24,5.871,2162.0,110.8,16.9
2024-01-17 21:25:25,5.864,2162.0,105.5,16.9
2024-01-17 21:28:25,5.866,2156.0,111.5,17.0
2024-01-17 21:31:26,5.856,2162.0,103.4,16.9
2024-01-17 21:34:26,5.854,2157.0,104.4,17.0
2024-01-17 21:37:27,5.873,2163.0,107.8,16.9
2024-01-17 21:40:28,5.859,2158.0,104.8,17.0
2024-01-17 21:43:28,5.87,2158.0,106.8,17.0
2024-01-17 21:46:29,5.875,2163.0,105.1,16.9
2024-01-17 21:49:29,5.855,2163.0,112.7,16.9
2024-01-17 21:52:30,5.864,2163.0,106.1,16.9
2024-01-17 21:55:31,5.869,2163.0,106.4,16.9
2024-01-17 21:58:31,5.858,2163.0,107.7,16.9
2024-01-17 22:01:32,5.876,2158.0,107.6,17.0
2024-01-17 22:04:32,5.857,2159.0,109.9,17.0
2024-01-17 22:07:33,5.862,2159.0,107.0,17.0
2024-01-17 22:10:33,5.87,2159.0,107.9,17.0
2024-01-17 22:13:34,5.86,2164.0,109.4,16.9
2024-01-17 22:16:35,5.869,2159.0,108.1,17.0
2024-01-17 22:19:35,5.861,2159.0,110.2,17.0
2024-01-17 22:22:35,5.857,2159.0,108.1,17.0
2024-01-17 22:25:36,5.861,2159.0,108.9,17.0
2024-01-17 22:28:36,5.874,2158.0,108.7,17.0
2024-01-17 22:31:37,5.873,2163.0,108.8,16.9
2024-01-17 22:34:37,5.874,2157.0,108.4,17.0
2024-01-17 22:37:38,5.867,2163.0,108.6,16.9
2024-01-17 22:40:38,5.866,2158.0,108.7,17.0
2024-01-17 22:43:39,5.867,2164.0,113.8,16.9
2024-01-17 22:46:39,5.874,2159.0,108.6,17.0
2024-01-17 22:49:40,5.873,2159.0,109.9,17.0
2024-01-17 22:52:40,5.872,2164.0,107.9,16.9
2024-01-17 22:55:41,5.864,2164.0,110.2,16.9
2024-01-17 22:58:41,5.9,2159.0,104.9,17.0
2024-01-17 23:01:42,5.864,2159.0,107.4,17.0
2024-01-17 23:04:42,5.87,2159.0,108.2,17.0
2024-01-17 23:07:43,5.873,2159.0,108.7,17.0
2024-01-17 23:10:43,5.869,2164.0,107.7,16.9
2024-01-17 23:13:44,5.87,2159.0,107.3,17.0
2024-01-17 23:16:44,5.86,2159.0,118.0,17.0
2024-01-17 23:19:45,5.872,2159.0,108.0,17.0
2024-01-17 23:22:45,5.872,2164.0,111.0,16.9
2024-01-17 23:25:45,5.874,2159.0,110.2,17.0
2024-01-17 23:28:46,5.88,2159.0,111.1,17.0
2024-01-17 23:31:46,5.873,2163.0,110.4,16.9
2024-01-17 23:34:47,5.876,2160.0,110.1,17.0
2024-01-17 23:37:47,5.872,2159.0,110.7,17.0
2024-01-17 23:40:48,5.878,2159.0,108.8,17.0
2024-01-17 23:43:48,5.886,2160.0,109.4,17.0
2024-01-17 23:46:49,5.864,2159.0,108.5,17.0
2024-01-17 23:49:49,5.878,2159.0,109.8,17.0
2024-01-17 23:52:50,5.879,2165.0,109.4,16.9
2024-01-17 23:55:50,5.874,2159.0,109.3,17.0
2024-01-17 23:58:50,5.886,2159.0,109.3,17.0
2024-01-18 00:01:51,5.872,2160.0,107.2,17.0
2024-01-18 00:04:51,5.866,2159.0,111.1,17.0
2024-01-18 00:07:52,5.89,2163.0,108.8,16.9
2024-01-18 00:10:52,5.871,2158.0,108.8,17.0
2024-01-18 00:13:53,5.87,2159.0,110.4,17.0
2024-01-18 00:16:53,5.881,2163.0,109.0,16.9
2024-01-18 00:19:54,5.867,2158.0,108.1,17.0
2024-01-18 00:22:54,5.881,2164.0,110.3,16.9
2024-01-18 00:25:55,5.875,2162.0,107.6,16.9
2024-01-18 00:28:55,5.879,2162.0,110.9,16.9
2024-01-18 00:31:56,5.881,2162.0,108.9,16.9
2024-01-18 00:34:56,5.883,2158.0,107.3,17.0
2024-01-18 00:37:57,5.874,2164.0,106.7,16.9
2024-01-18 00:40:57,5.889,2159.0,108.7,17.0
2024-01-18 00:43:58,5.871,2164.0,109.6,16.9
2024-01-18 00:46:58,5.896,2164.0,110.7,16.9
2024-01-18 00:49:58,5.889,2159.0,109.6,17.0
2024-01-18 00:52:59,5.889,2159.0,108.9,17.0
2024-01-18 00:55:59,5.881,2164.0,109.6,16.9
2024-01-18 00:59:00,5.881,2165.0,110.1,16.9
2024-01-18 01:02:00,5.891,2164.0,109.7,16.9
2024-01-18 01:05:01,5.879,2165.0,109.9,16.9
2024-01-18 01:08:01,5.887,2164.0,110.8,16.9
2024-01-18 01:11:02,5.885,2159.0,111.8,17.0
2024-01-18 01:14:02,5.874,2164.0,110.8,16.9
2024-01-18 01:17:02,5.88,2160.0,110.6,17.0
2024-01-18 01:20:03,5.889,2160.0,110.8,17.0
2024-01-18 01:23:03,5.877,2165.0,112.3,16.9
2024-01-18 01:26:04,5.891,2164.0,111.0,16.9
2024-01-18 01:29:04,5.883,2165.0,111.1,16.9
2024-01-18 01:32:05,5.883,2165.0,111.8,16.9
2024-01-18 01:35:05,5.887,2160.0,111.3,17.0
2024-01-18 01:38:06,5.892,2164.0,112.6,16.9
2024-01-18 01:41:06,5.893,2165.0,111.3,16.9
2024-01-18 01:44:07,5.899,2165.0,111.7,16.9
2024-01-18 01:47:07,5.891,2159.0,115.4,17.0
2024-01-18 01:50:08,5.896,2164.0,111.7,16.9
2024-01-18 01:53:08,5.885,2164.0,113.3,16.9
2024-01-18 01:56:08,5.877,2159.0,112.5,17.0
2024-01-18 01:59:09,5.894,2165.0,113.3,16.9
2024-01-18 02:02:09,5.89,2159.0,112.4,17.0
2024-01-18 02:05:10,5.886,2164.0,116.6,16.9
2024-01-18 02:08:10,5.896,2164.0,112.9,16.9
2024-01-18 02:11:11,5.898,2164.0,111.9,16.9
2024-01-18 02:14:11,5.895,2159.0,113.8,17.0
2024-01-18 02:17:12,5.888,2164.0,113.6,16.9
2024-01-18 02:20:12,5.895,2158.0,113.8,17.0
2024-01-18 02:23:13,5.902,2162.0,113.0,16.9
2024-01-18 02:26:13,5.901,2162.0,113.1,16.9
2024-01-18 02:29:14,5.894,2162.0,113.6,16.9
2024-01-18 02:32:14,5.896,2161.0,110.8,16.9
2024-01-18 02:35:15,5.902,2162.0,113.5,16.9
2024-01-18 02:38:15,5.897,2162.0,112.6,16.9
2024-01-18 02:41:16,5.891,2161.0,112.5,16.9
2024-01-18 02:44:16,5.896,2158.0,112.6,17.0
2024-01-18 02:47:17,5.91,2162.0,112.4,16.9
2024-01-18 02:50:17,5.905,2163.0,112.4,16.9
2024-01-18 02:53:18,5.898,2164.0,112.5,16.9
